author/canDm,author/canMediaTag,author/coverPicture,author/createdAt,author/description,author/entities/url/urls/0/display_url,author/entities/url/urls/0/url,author/favouritesCount,author/followers,author/following,author/hasCustomTimelines,author/isBlueVerified,author/location,author/mediaCount,author/name,author/pinnedTweetIds/0,author/profilePicture,author/statusesCount,author/twitterUrl,author/url,author/userName,author/verifiedType,bookmarkCount,card/legacy/user_refs_results/0/result/legacy/screen_name,conversationId,createdAt,entities/hashtags/0/indices/0,entities/hashtags/0/indices/1,entities/hashtags/0/text,fullText,id,inReplyToId,inReplyToUsername,isConversationControlled,isQuote,isReply,lang,likeCount,possiblySensitive,quote/author/canDm,quote/author/canMediaTag,quote/author/createdAt,quote/author/followers,quote/author/following,quote/author/id,quote/author/isBlueVerified,quote/author/isVerified,quote/author/location,quote/author/name,quote/isPinned,quote/lang,quote/likeCount,quote/possiblySensitive,quote/quoteCount,quote/replyCount,quote/retweetCount,quote/text,quote/viewCount,quoteCount,quoteId,replyCount,retweetCount,source,text,twitterUrl,viewCount,platform
VERDADERO,VERDADERO,https://pbs.twimg.com/profile_banners/865675081/1732733499,Sun Oct 07 02:59:22 +0000 2012,Rapid Response for @CAGovernor @GavinNewsom | @GSPMgwu & @Willamette_U Alum | personal account | he/him | ?????? bi+ | SEA + NorCal Sports!,,,363344,8025,1325,VERDADERO,VERDADERO,West Coast & East Coast,4926,Brandon Richards ??,"1,88137E+33",https://pbs.twimg.com/profile_images/1597068073961287680/v9dXrk1H_normal.jpg,89476,https://twitter.com/BrandonRichards,https://x.com/BrandonRichards,BrandonRichards,,87,,"1,87823E+18",Sat Jan 11 23:52:39 +0000 2025,1390.0,1460.0,onhere,"??MISINFORMATION ALERT

A quick look at the Oregon firetruck ""emissions test"" holding first responders up **LIE** that is spreading rapidly #onhere ...

Here's where it began, the actual facts from the source, and the OP retracting his tweet (that is a good thing!)

But, what's https://t.co/klEpjvfJJY","1,87823E+18",,,FALSO,FALSO,FALSO,en,1315,FALSO,,,,,,,,,,,,,,,,,,,,38,,89,554,Twitter Web App,"??MISINFORMATION ALERT

A quick look at the Oregon firetruck ""emissions test"" holding first responders up **LIE** that is spreading rapidly #onhere ...

Here's where it began, the actual facts from the source, and the OP retracting his tweet (that is a good thing!)

But, what's not good -- this is not what first responders should have to be focused on combatting in the middle of a crisis, yet that's what they're having to do.",https://twitter.com/BrandonRichards/status/1878228560420180258,1172730.0,TikTok
VERDADERO,FALSO,https://pbs.twimg.com/profile_banners/236916199/1671811794,Tue Jan 11 17:18:40 +0000 2011,"woman - adult human female
https://t.co/4c3v45rTya - https://t.co/00eClo7D2M - https://t.co/iNv5lgaUSO",letwomenspeak.org,https://t.co/00eClo7D2M,21368,155477,326,VERDADERO,VERDADERO,Reality,6067,Kellie-Jay Keen,"1,88245E+34",https://pbs.twimg.com/profile_images/1606321202124963841/Ayt2YYh-_normal.jpg,80853,https://twitter.com/ThePosieParker,https://x.com/ThePosieParker,ThePosieParker,,168,,"1,85897E+18",Tue Nov 19 20:26:34 +0000 2024,,,,"I met Tim McBride in 2019, he was promoting the mutilation and emotional manipulation of children to the likes of Rep. Tim Kennedy, I think.  @OnChairs and I asked him some questions. https://t.co/aVKSQ131Ls","1,85897E+18",,,FALSO,VERDADERO,FALSO,en,2326,FALSO,FALSO,VERDADERO,Sat Mar 26 01:01:53 +0000 2011,1236580.0,37800.0,2721918960,VERDADERO,FALSO,,Sarah McBride,FALSO,en,7800.0,FALSO,1940.0,18270.0,3120.0,Here I am in a NC women's restroom that I'm barred from being in. Stop this. We are good people. #ThisIsTransgender https://t.co/7AEykwZfUW,,52,"7,70981E+32",73,642,Twitter for iPhone,"I met Tim McBride in 2019, he was promoting the mutilation and emotional manipulation of children to the likes of Rep. Tim Kennedy, I think.  @OnChairs and I asked him some questions. https://t.co/aVKSQ131Ls",https://twitter.com/ThePosieParker/status/1858970141406699878,948430.0,TikTok
VERDADERO,FALSO,https://pbs.twimg.com/profile_banners/319409874/1410575806,Sat Jun 18 02:22:50 +0000 2011,"If you come at me, come with some real receipts. KNOW YOUR HISTORY, not only Google engine. |The proudly outspoken Gemini. #Clois =OTP #StopChildAbuse #Soaps",fatedxdestiny.tumblr.com,https://t.co/hq3173ZA5h,130242,1387,1201,VERDADERO,FALSO,New York City,2658,Tia (STOP THE FAKE NEWS SPREAD),"1,86707E+34",https://pbs.twimg.com/profile_images/828507819905265664/VEIrMlIe_normal.jpg,41407,https://twitter.com/expressrealism,https://x.com/expressrealism,expressrealism,,13,,"1,87745E+18",Thu Jan 09 20:32:39 +0000 2025,890.0,920.0,GH,"What do you get when you marry a cheating wife? A cheating wife.

Go ahead, Joss! ?? ?? 
#GH https://t.co/o2bqu4zVWu","1,87745E+18",,,FALSO,FALSO,FALSO,en,376,FALSO,,,,,,,,,,,,,,,,,,,,7,,20,38,Twitter for iPhone,"What do you get when you marry a cheating wife? A cheating wife.

Go ahead, Joss! ?? ?? 
#GH https://t.co/o2bqu4zVWu",https://twitter.com/expressrealism/status/1877453452248338767,160190.0,TikTok
VERDADERO,FALSO,https://pbs.twimg.com/profile_banners/264698335/1723458640,Sat Mar 12 09:29:08 +0000 2011,"Desmontando la moda del Clickbait.
No tienes el tiempo para perderlo.",,,1607,17106,476,FALSO,FALSO,En un país multicolor,931,NoAlClickbait,"1,84485E+34",https://pbs.twimg.com/profile_images/1822946098987638785/nuwVs-G8_normal.jpg,11125,https://twitter.com/AlClickbaitNo,https://x.com/AlClickbaitNo,AlClickbaitNo,,2,,"1,84551E+18",Sun Oct 13 17:30:17 +0000 2024,730.0,870.0,NoAlClickbait,"@ElHuffPost ""i griega"" ya no existe por que la RAE ahora la llama ""ye"".

#NoAlClickbait","1,84552E+18","1,84551E+34",ElHuffPost,FALSO,FALSO,VERDADERO,es,255,,,,,,,,,,,,,,,,,,,,,0,,6,11,Twitter for Android,"@ElHuffPost ""i griega"" ya no existe por que la RAE ahora la llama ""ye"".

#NoAlClickbait",https://twitter.com/AlClickbaitNo/status/1845517427255435542,44960.0,TikTok
FALSO,VERDADERO,https://pbs.twimg.com/profile_banners/606584678/1713790007,Tue Jun 12 19:46:48 +0000 2012,???? Ciudadano colombiano ??? Congresista de la República 2022-2026 ????????? Defendemos a Colombia en el Congreso y los territorios,,,16721,77168,1788,VERDADERO,FALSO,"Medellín, Colombia",6890,Hernán Cadavid,"1,86937E+34",https://pbs.twimg.com/profile_images/1863012172017668096/QAyiAzf__normal.jpg,47076,https://twitter.com/hernancadavidma,https://x.com/hernancadavidma,hernancadavidma,Government,0,,"1,87703E+18",Wed Jan 08 16:36:15 +0000 2025,,,,"Hágame el favor. En serio, que desastre. 
Otra noticia falsa difundida por @petrogustavo","1,87703E+18",,,FALSO,VERDADERO,FALSO,es,184,,VERDADERO,FALSO,Sun May 02 01:54:03 +0000 2010,41970.0,7780.0,1392540660,VERDADERO,FALSO,"Medellín, Colombia",Sebastián Estrada R,FALSO,es,2300.0,,60.0,120.0,1090.0,"Las autoridades confirman a @CaracolMedellin que esta familia nunca estuvo desaparecida ni fue victima de ningún hecho. La Madre tenía permiso para estar con sus hijas, que estaban en custodia del ICBF, y no las regresó. Hay una investigación. No hay desaparición ni trata de personas.",236470.0,1,"1,87698E+34",9,120,Twitter for iPhone,"Hágame el favor. En serio, que desastre. 
Otra noticia falsa difundida por @petrogustavo",https://twitter.com/hernancadavidma/status/1877031573951807727,37100.0,TikTok
FALSO,VERDADERO,https://pbs.twimg.com/profile_banners/1510034385449504775/1652442530,Fri Apr 01 23:21:50 +0000 2022,,,,182876,25760,22458,VERDADERO,FALSO,,20134,AlfredodelaA,"1,66795E+34",https://pbs.twimg.com/profile_images/1587851885398171651/Y-EYDQTc_normal.jpg,31112,https://twitter.com/AlfredodelaA,https://x.com/AlfredodelaA,AlfredodelaA,,0,,"1,82823E+18",Tue Aug 27 00:29:54 +0000 2024,,,,"Lo que más me gusta de estos seudoperiodistas y medios prepagos es que sacan puras noticias falsas y a los 5 minutos se les caen todas las mentiras y le mejor de todo, es q llegamos todos los ""Nichitos"" y les desenmascaramos sus Fake news

Por eso están ardidos con los influencer https://t.co/CeLIlnJgtG","1,82823E+18",,,FALSO,FALSO,FALSO,es,384,FALSO,,,,,,,,,,,,,,,,,,,,6,,30,302,Twitter for Android,"Lo que más me gusta de estos seudoperiodistas y medios prepagos es que sacan puras noticias falsas y a los 5 minutos se les caen todas las mentiras y le mejor de todo, es q llegamos todos los ""Nichitos"" y les desenmascaramos sus Fake news

Por eso están ardidos con los influencer https://t.co/CeLIlnJgtG",https://twitter.com/AlfredodelaA/status/1828228411271131386,28210.0,TikTok
VERDADERO,VERDADERO,https://pbs.twimg.com/profile_banners/1680190076695851008/1705691701,Sat Jul 15 12:18:42 +0000 2023,¡Viva La Libertad! | Noticiero Conservador | Próvida | Profamilia | Patriota | Anti-Woke |,youtube.com/@guardianespat,https://t.co/PpdHUPMdzK,15709,182431,2640,FALSO,VERDADERO,,10809,??Guardianes Patrióticos,"1,88181E+34",https://pbs.twimg.com/profile_images/1736078340673417216/9YlU7r-d_normal.jpg,15865,https://twitter.com/Patrioticos_RD,https://x.com/Patrioticos_RD,Patrioticos_RD,,92,,"1,85941E+18",Thu Nov 21 01:35:54 +0000 2024,80.0,190.0,ÚLTIMAHORA,"??I ???????? #ÚLTIMAHORA | #BASADO Elon Musk responde a los miembros del Parlamento del Reino Unido que planean citarlo para testificar sobre el papel de X en la difusión de ""desinformación"".

""Serán convocados a los Estados Unidos de América para explicar su censura y amenazas a los https://t.co/Ha20DsEzOt","1,85941E+18",,,FALSO,FALSO,FALSO,es,4054,FALSO,,,,,,,,,,,,,,,,,,,,23,,141,1253,Twitter for Android,"??I ???????? #ÚLTIMAHORA | #BASADO Elon Musk responde a los miembros del Parlamento del Reino Unido que planean citarlo para testificar sobre el papel de X en la difusión de ""desinformación"".

""Serán convocados a los Estados Unidos de América para explicar su censura y amenazas a los ciudadanos estadounidenses"".  ??

?? ?? ??",https://twitter.com/Patrioticos_RD/status/1859410375847936463,555680.0,TikTok
VERDADERO,FALSO,https://pbs.twimg.com/profile_banners/1551978656733487105/1724048570,Tue Jul 26 17:13:52 +0000 2022,Parody | Commentary account | RG | KKR ??,,,29683,38736,1033,FALSO,VERDADERO,K'tka,3769,Amock_,,https://pbs.twimg.com/profile_images/1825418114043092992/pU3VwSiq_normal.jpg,11784,https://twitter.com/Amockx2022,https://x.com/Amockx2022,Amockx2022,,12,,"1,86093E+18",Mon Nov 25 06:28:48 +0000 2024,,,,"- @yadavakhilesh @RahulGandhi
 
EVMs can't be hacked but opposition needs to fight against the ELECTION COMMISSION 

There is no proof of EVM manipulation but we have seen one sided actions from ECI throughout assembly elections in last so many years. 

1) There is suspicious https://t.co/pxRogHEhAp","1,86093E+18",,,FALSO,FALSO,FALSO,en,610,FALSO,,,,,,,,,,,,,,,,,,,,4,,30,118,Twitter for Android,"- @yadavakhilesh @RahulGandhi
 
EVMs can't be hacked but opposition needs to fight against the ELECTION COMMISSION 

There is no proof of EVM manipulation but we have seen one sided actions from ECI throughout assembly elections in last so many years. 

1) There is suspicious increase vote % turnout for next 2 days of polling which ECI never explains

2) ECI never took any major action even if BJP or NDA leader who use religion in their campaign against MCC 

3) There is literally no action against the people like Vinod Tawde who are getting caught red handed with money

This is the time, INDIA should be on streets to fix accountability. Now or never. 

You have 230+ MPs and BJP is short of majority in the centre. Go all out.",https://twitter.com/Amockx2022/status/1860933638361371027,226790.0,TikTok
FALSO,VERDADERO,https://pbs.twimg.com/profile_banners/1265930717453791239/1621841421,Thu May 28 08:59:52 +0000 2020,"Cuenta oficial del Doc Manhattan. 
Si no respondo estoy en el espacio profundo sin cobertura.",,,19383,80583,2737,VERDADERO,FALSO,Sagitario A.,4242,Doctor Manhattan reborn,"1,46071E+34",https://pbs.twimg.com/profile_images/1570510367469576192/RTXlgrXl_normal.jpg,14592,https://twitter.com/manhattan_2,https://x.com/manhattan_2,manhattan_2,,10,,"1,55885E+18",Sun Aug 14 16:11:34 +0000 2022,,,,"??EL VIRUS SON LOS MEDIOS??

Podéis buscarlo, la realidad supera a la ficción pero no seré yo quien los regale un clickbait. https://t.co/PY5oaqSikv","1,55885E+18",,,FALSO,FALSO,FALSO,es,384,FALSO,,,,,,,,,,,,,,,,,,,,13,,84,130,Twitter for Android,"??EL VIRUS SON LOS MEDIOS??

Podéis buscarlo, la realidad supera a la ficción pero no seré yo quien los regale un clickbait. https://t.co/PY5oaqSikv",https://twitter.com/manhattan_2/status/1558848816023052289,,TikTok
FALSO,VERDADERO,https://pbs.twimg.com/profile_banners/264248576/1737558350,Fri Mar 11 15:53:54 +0000 2011,Mountaineer. Avid traveler and adventurer. #TableShaker. #1 Bestselling Author. @BusinessInsider Influencer of 2022. Hollywood Festival Awardee. Globetrotter.,youtube.com/c/RenosMasterC,https://t.co/pkbjwJsu0b,2272,2642923,26,VERDADERO,VERDADERO,Earth,22209,Reno Omokri,"1,88196E+34",https://pbs.twimg.com/profile_images/1882082203699728384/8oWyLGIH_normal.jpg,97397,https://twitter.com/renoomokri,https://x.com/renoomokri,renoomokri,,24,,"1,87952E+18",Wed Jan 15 13:15:04 +0000 2025,3540.0,3660.0,TableShaker,"Peter Obi rushed to post fake news about the National Grid collapse. But today, January 15, 1966, on the Armed Forces Remembrance Day, he has posted nothing. Neither has he commemorated the founding fathers slain on this day fifty-nine years ago during a coup that shattered","1,87952E+18",,,FALSO,FALSO,FALSO,en,669,,,,,,,,,,,,,,,,,,,,,5,,118,154,Twitter for iPhone,"Peter Obi rushed to post fake news about the National Grid collapse. But today, January 15, 1966, on the Armed Forces Remembrance Day, he has posted nothing. Neither has he commemorated the founding fathers slain on this day fifty-nine years ago during a coup that shattered Nigeria's peace. 

Think about that and know where his real allegiances lie! 

#TableShaker",https://twitter.com/renoomokri/status/1879517659487683027,555460.0,TikTok
VERDADERO,VERDADERO,https://pbs.twimg.com/profile_banners/499649876/1736164928,Wed Feb 22 10:11:41 +0000 2012,"Periodista desde 1990. Tras 13 años abandono esta red de odio, bulos y fascismo.
Bluesky @demiguelch.bsky.social 
#FuckElon",deportados.es,https://t.co/paPCyAbBgf,49598,52738,2453,VERDADERO,FALSO,Ciudadano del mundo,3506,Carlos Hernández,"1,70379E+34",https://pbs.twimg.com/profile_images/553487703325417472/rpjJ1q7y_normal.jpeg,54449,https://twitter.com/demiguelch,https://x.com/demiguelch,demiguelch,,4,,"1,77453E+18",Sun Mar 31 20:07:00 +0000 2024,2480.0,2560.0,Siervos,"Lo que le ha hecho El Mundo a MAR no ha sido una entrevista, sino un vomitivo masaje. El papelón resulta aún más vergonzoso porque, hace solo unos días, ese panfleto hizo el ridículo al publicar la información falsa que le pasó el propio Rodríguez #Siervos
https://t.co/XyfXDBpxVm","1,77453E+18",,,FALSO,FALSO,FALSO,es,717,FALSO,,,,,,,,,,,,,,,,,,,,12,,35,420,Twitter Web App,"Lo que le ha hecho El Mundo a MAR no ha sido una entrevista, sino un vomitivo masaje. El papelón resulta aún más vergonzoso porque, hace solo unos días, ese panfleto hizo el ridículo al publicar la información falsa que le pasó el propio Rodríguez #Siervos
https://t.co/XyfXDBpxVm",https://twitter.com/demiguelch/status/1774528843308491095,104330.0,TikTok
VERDADERO,VERDADERO,https://pbs.twimg.com/profile_banners/1307766154858041345/1703154933,Sun Sep 20 19:38:55 +0000 2020,"Human Right Activist, Comrade, Political Analysts/commentator, Its never that deep, Nationalist???? Tribalist?. I am for nobody, I am for everybody!",,,4487,117345,10313,VERDADERO,VERDADERO,,1000,Omotayo Williams,,https://pbs.twimg.com/profile_images/1551737617737293825/2LOpLeMQ_normal.jpg,8018,https://twitter.com/KadunaResident,https://x.com/KadunaResident,KadunaResident,,0,,"1,56577E+18",Fri Sep 02 18:39:29 +0000 2022,,,,"@Morris_Monye OBIdients, this is truer than the truth

Oppositions have decided to open police account for the 36 states. All scattered all over twitter 

Any state we have 1million march, they will activate and tweet fake news with the fake account. Morris elections are here, be WISE. https://t.co/zxMgi5EhPL","1,56577E+18","1,56577E+34",Morris_Monye,FALSO,FALSO,VERDADERO,en,23,FALSO,,,,,,,,,,,,,,,,,,,,0,,7,11,Twitter for iPhone,"@Morris_Monye OBIdients, this is truer than the truth

Oppositions have decided to open police account for the 36 states. All scattered all over twitter 

Any state we have 1million march, they will activate and tweet fake news with the fake account. Morris elections are here, be WISE. https://t.co/zxMgi5EhPL",https://twitter.com/KadunaResident/status/1565771409489534977,,TikTok
FALSO,FALSO,https://pbs.twimg.com/profile_banners/1168587005082689536/1601324981,Mon Sep 02 18:10:42 +0000 2019,"Segunda cuenta porque Lenin me bajó la primera...Síganme los buenos, porque los malos se siguen solos.",notemetasconmicucu.com,https://t.co/mWj2XpvDrG,110190,31360,2430,VERDADERO,VERDADERO,Ecuador,8602,Alma Mía La Única,"1,17008E+34",https://pbs.twimg.com/profile_images/1372089989140463621/-TxTsg2D_normal.jpg,169941,https://twitter.com/AlmaMiaEcu,https://x.com/AlmaMiaEcu,AlmaMiaEcu,,3,,"1,87917E+18",Tue Jan 14 14:29:30 +0000 2025,1990.0,2090.0,PlanFenix,"Las extorsiones y los secuestros en general son ""industrias"" que han logrado aumentar durante el gobierno de Daniel Noboa.

Negocios cierran y empleos se pierden diariamente gracias a la mentira del #PlanFenix. 

 https://t.co/piAcCv1iGz","1,87917E+18",,,FALSO,FALSO,FALSO,es,349,FALSO,,,,,,,,,,,,,,,,,,,,5,,19,267,Twitter for Android,"Las extorsiones y los secuestros en general son ""industrias"" que han logrado aumentar durante el gobierno de Daniel Noboa.

Negocios cierran y empleos se pierden diariamente gracias a la mentira del #PlanFenix. 

 https://t.co/piAcCv1iGz",https://twitter.com/AlmaMiaEcu/status/1879174005493739863,63010.0,TikTok
